100
318.418,111.463
309.469,119.353
301.364,127.985
293.82,137.158
288.902,147.932
285.582,159.401
283.328,171.113
282.179,182.98
282.553,194.905
284.521,206.645
287.217,218.236
290.608,229.687
295.664,240.381
302.429,250.19
310.939,258.339
321.059,255.499
330.167,250.218
339.462,245.222
348.146,239.371
356.044,232.399
363.541,224.967
370.807,217.312
378.72,210.328
379.281,222.084
376.266,233.51
375.292,245.3
377.216,256.954
381.367,267.991
388.042,258.853
396.804,251.502
407.146,246.748
414.904,238.38
420.18,228.352
423.292,217.278
427.906,206.766
434.049,197.042
441.763,188.565
450.643,181.252
460.226,174.919
470.287,169.473
478.09,161.744
484.302,152.504
490.989,143.181
498.169,134.186
506.537,126.384
515.643,119.41
525.385,113.434
535.979,109.265
547.344,108.382
558.792,108.978
570.14,110.511
581.645,110.574
593.098,111.227
604.592,111.534
594.232,107.285
583.419,103.513
572.969,99.0799
563.803,92.1878
555.426,84.3098
547.029,76.4862
538.438,68.9682
528.735,63.1
517.67,60.5059
506.263,61.3339
496.484,70.1702
488.583,80.7105
482.16,71.0976
476.003,61.2934
469.154,51.953
462.477,42.5026
455.438,33.3063
447.736,24.651
439.784,16.2294
431.544,8.08562
422.677,0.635895
414.242,-7.29706
405.354,-14.7217
396.305,-21.9271
386.734,-28.444
377.246,-34.6796
371.243,-26.0261
365.704,-17.0928
361.587,-7.40277
357.481,2.2507
345.886,-2.48692
333.886,-6.1354
321.734,-9.25762
309.671,-12.4101
297.263,-12.4281
289.933,-3.50825
284.642,6.75243
281.779,17.9576
280.723,29.4744
281.135,41.0106
283.605,52.3052
287.476,63.1831
292.207,73.7341
298.651,83.3297
305.187,92.8638
312.837,101.541
