100
191.217,474.581
190.713,484.178
189.585,494.357
188.718,504.972
189.567,515.769
191.784,526.393
194.61,536.847
196.437,547.547
198.875,558.121
202.025,568.501
205.91,578.633
210.217,588.598
214.909,598.379
220.363,607.753
226.651,616.598
233.92,624.645
242.011,628.792
250.303,627.585
258.391,624.771
266.855,620.294
273.82,612.552
281.22,605.215
288.573,597.431
295.671,589.695
303.967,584.173
311.451,583.354
315.646,592.113
316.456,602.899
318.116,613.448
324.093,622.13
331.835,628.792
339.938,635.047
341.061,625.35
344.671,616.055
349.484,606.796
351.85,596.393
353.347,585.64
356.012,575.066
360.842,565.244
367.738,556.679
376.016,549.388
385.122,543.129
393.986,536.793
400.847,528.153
406.793,518.876
413.395,510.187
420.896,502.332
429.425,495.788
438.801,490.665
448.936,487.519
459.684,486.372
470.681,485.904
481.222,483.789
489.786,479.805
486.089,469.8
479.034,461.135
472.553,451.849
466.528,442.56
459.814,433.685
451.609,425.977
441.344,421.048
429.917,419.627
419.25,423.342
409.566,429.739
402.581,426.336
397.376,415.917
391.724,405.717
385.732,395.703
379.327,385.966
372.647,376.449
365.591,367.33
358.888,358.462
353.996,348.586
349.209,338.87
344.979,329.127
341.078,319.327
332.397,324.973
323.708,330.329
314.545,336.871
306.246,344.718
299.068,353.464
291.555,359.846
282.698,353.641
272.981,347.512
262.943,341.945
252.548,336.851
242.352,336.754
232.104,339.25
223.419,345.912
216.188,354.614
210.234,364.189
205.72,374.837
202.528,385.949
200.385,397.316
198.744,408.76
196.783,420.062
195.832,431.528
195.585,443.099
195.248,454.607
193.873,465.416
