252
601.029,363.112
587.484,369.769
573.427,374.701
559.936,381.012
547.413,388.14
535.211,395.95
523.832,404.917
513.977,416.045
516.65,430.901
519.586,449.482
521.942,467.654
523.669,483.969
525.629,500.552
525.438,517.382
542.352,513.922
555.698,505.63
568.297,496.57
580.219,487.395
591.711,477.851
604.037,469.519
616.924,462.521
630.375,456.836
622.869,469.7
613.013,480.763
602.428,491.707
590.931,502
578.889,511.731
567.16,521.903
555.127,531.99
550.191,545.759
547.654,560.415
546.978,575.979
550.563,592.035
556.365,607.85
560.466,623
567.797,636.834
577.128,649.674
593.219,654.632
609.932,657.669
627.63,661.186
644.476,660.215
660.217,656.774
675.007,651.76
691.811,648.401
708.338,644.793
724.218,639.29
745.228,635.156
740.215,623.893
739.696,614.874
740.326,607.413
736.662,600.919
734.253,589.916
741.39,581.379
748.051,575.045
753.614,569.894
758.059,567.603
762.571,563.435
766.62,553.395
770.437,543.604
773.572,534.687
780.453,522
790.038,510.393
800.787,499.968
811.313,489.879
820.819,480.886
811.391,473.529
805.036,464.606
804.118,455.212
801.706,444.767
795.763,434.721
785.108,428.513
774.92,422.13
764.649,416
753.778,410.523
742.729,406.115
731.666,403.963
721.033,399.344
709.957,393.737
698.292,389.765
686.466,389.539
676.242,403.383
668.893,418.785
662.748,432.176
659.253,446.136
655.771,460.125
651.497,474.437
646.259,488.304
639.484,501.217
632.88,514.419
630.293,502.047
629.823,488.993
628.322,474.929
624.81,460.64
622.114,446.06
619.99,431.614
616.878,416.276
615.238,401.706
611.692,389.278
606.13,378.355
601.32,369.917
525.556,319.175
515.866,344.037
506.621,370.346
498.351,398.362
490.669,427.053
485.155,458.772
480.34,488.89
477.254,519.119
478.427,552.329
481.184,583.416
484.187,613.281
488.402,643.136
492.197,671.589
495.252,698.677
552.452,329.283
542.581,354.352
533.604,380.732
508.771,494.593
506.164,524.412
507.039,554.434
510.613,584.355
515.502,615.041
518.878,643.095
522.452,670.789
524.982,696.933
579.383,337.36
552.996,414.891
546.693,442.614
542.018,471.541
548.993,642.5
553.273,670.182
555.326,695.33
605.12,344.596
587.509,395.256
580.056,421.296
575.229,448.921
571.271,475.744
567.496,557.817
571.838,586.814
576.954,615.845
584.599,669.312
587.206,694.138
628.306,350.763
620.17,375.029
603.637,452.238
597.893,532.239
600.067,560.032
604.262,588.495
608.658,616.121
612.039,641.877
620.77,693.226
651.722,353.949
645.067,378.194
639.198,402.742
635.08,428.422
628.972,533.605
631.342,560.641
634.929,587.784
639.009,614.338
644.2,640.808
656.845,693.196
675.36,354.958
670.262,379.453
658.198,507.177
659.146,533.318
661.878,559.826
665.767,586.314
671.152,613.007
683.423,664.754
692.767,691.66
698.589,353.914
693.208,405.108
691.328,431.085
689.076,456.036
687.751,481.334
687.628,506.623
689.246,532.278
692.108,557.936
696.773,584.238
703.902,611.041
716.743,661.261
725.134,686.177
724.144,353.24
722.272,379.078
718.884,430.33
716.804,454.91
715.917,479.783
716.726,505.128
718.566,530.477
721.825,555.379
749.447,656.043
756.845,680.299
750.36,352.302
748.622,377.766
745.681,428.411
744.316,453.054
744.434,478.12
745.441,503.082
747.285,527.316
750.873,551.544
761.848,600.928
770.302,624.796
777.638,649.856
786.694,673.678
777.607,351.466
776.594,377.221
775.139,402.355
772.726,451.867
772.65,476.188
773.496,500.128
784.532,571.435
790.762,594.704
798.038,618.489
806.341,642.957
815.395,666.561
805.426,350.873
804.102,375.978
802.448,400.541
804.259,521.445
808.103,543.29
812.816,565.014
818.973,587.486
826.29,611.157
834.234,634.237
843.86,659.16
833.23,349.875
832.122,374.956
830.985,399.766
829.895,424.364
828.165,448.13
829.308,494.709
832.074,515.316
835.73,536.084
841.053,558.282
847.296,580.702
854.503,603.214
862.363,625.926
871.773,650.436
861.746,349.512
861.15,375.109
860.43,400.346
859.411,424.717
858.129,448.147
856.628,469.755
857.65,488.633
859.943,508.09
863.998,529.4
868.942,550.513
874.622,571.063
882.098,593.706
890.136,616.645
899.198,640.482
