100
473.383,257.344
463.425,266.574
454.447,277.197
446.909,289.091
441.134,302.036
436.425,315.557
432.422,329.312
429.519,343.398
426.371,357.376
424.362,371.584
425.111,385.653
429.652,399.041
437.271,411.102
446.63,420.765
432.63,417.887
432.281,423.224
426.348,431.931
414.431,429.232
418.007,437.861
403.82,434.156
389.948,430.272
375.95,427.004
361.765,426.048
347.526,427.257
333.483,429.886
319.917,434.069
306.597,439.251
294.055,446.132
285.107,457.013
281.33,470.361
281.368,483.527
293.884,490.32
308.876,490.895
323.099,493.394
332.3,505.079
340.635,517.037
353.652,524.22
364.706,533.973
375.269,543.975
388.704,546.011
396.576,538.268
401.369,526.905
405.287,515.113
409.167,503.341
418.604,506.716
427.492,514.612
435.454,523.732
443.913,532.272
450.405,542.284
455.755,553.374
463.366,559.543
470.584,561.166
474.903,551.129
477.813,546.497
482.273,542.79
492.367,546.687
502.511,544.839
509.095,538.411
512.342,526.446
510.192,514.868
512.87,502.807
511.622,490.407
509.176,478.948
509.949,473.706
516.421,474.856
527.135,480.284
537.062,485.399
545.11,493.24
551.868,502.895
557.71,511.753
565.388,512.916
571.611,506.496
574.291,494.509
573.096,482.162
568.711,470.476
568.904,461.616
576.6,454.248
581.977,445.753
579.603,433.511
574.623,422.048
568.082,411.417
560.44,401.561
552.527,391.959
549.441,384.846
558.136,382.846
570.195,380.731
579.078,374.634
585.991,365.725
590.478,354.453
590.394,342.541
586.628,331.028
581.946,320.69
570.726,311.806
559.443,302.63
546.221,296.926
531.585,295.228
517.531,291.13
507.938,280.168
498.967,268.54
486.787,260.539
